,Unnamed: 0,Unnamed: 0.1,state,job_opportunity_rank,affordability,economy,education and health,quality of life,safety,Climate,title,totalyearlycompensation,yearsofexperience,Education
3013,3013,3013,California,0,4,2,2,0,2,1,Software Engineer,250000,10,-1
3014,3014,3014,California,0,4,2,2,0,2,1,Software Engineer,108000,5,-1
3015,3015,3015,California,0,4,2,2,0,2,1,Software Engineer,120000,6,-1
3016,3016,3016,California,0,4,2,2,0,2,1,Software Engineer,140000,4,-1
3017,3017,3017,California,0,4,2,2,0,2,1,Software Engineer,120000,5,-1
3018,3018,3018,California,0,4,2,2,0,2,1,Software Engineer,145000,6,-1
3019,3019,3019,California,0,4,2,2,0,2,1,Software Engineer,171000,11,-1
3020,3020,3020,California,0,4,2,2,0,2,1,Product Manager,288000,6,-1
3021,3021,3021,California,0,4,2,2,0,2,1,Data Scientist,312000,4,-1
3022,3022,3022,California,0,4,2,2,0,2,1,Software Engineer,238000,3,-1
3023,3023,3023,California,0,4,2,2,0,2,1,Software Engineer,155000,3,-1
3024,3024,3024,California,0,4,2,2,0,2,1,Software Engineer,199000,0,-1
3025,3025,3025,California,0,4,2,2,0,2,1,Software Engineer,307000,4,-1
3026,3026,3026,California,0,4,2,2,0,2,1,Software Engineer,132000,4,-1
3027,3027,3027,California,0,4,2,2,0,2,1,Software Engineer,220000,1,-1
3028,3028,3028,California,0,4,2,2,0,2,1,Software Engineer,177000,1,-1
3029,3029,3029,California,0,4,2,2,0,2,1,Software Engineer,195000,11,-1
3030,3030,3030,California,0,4,2,2,0,2,1,Software Engineer,550000,12,-1
3031,3031,3031,California,0,4,2,2,0,2,1,Software Engineer,241000,5,-1
3032,3032,3032,California,0,4,2,2,0,2,1,Software Engineer,340000,9,-1
3033,3033,3033,California,0,4,2,2,0,2,1,Software Engineer,180000,2,-1
3034,3034,3034,California,0,4,2,2,0,2,1,Product Manager,280000,6,-1
3035,3035,3035,California,0,4,2,2,0,2,1,Software Engineer,130000,2,-1
3036,3036,3036,California,0,4,2,2,0,2,1,Software Engineer,260000,3,-1
3037,3037,3037,California,0,4,2,2,0,2,1,Software Engineer,278000,4,-1
3038,3038,3038,California,0,4,2,2,0,2,1,Software Engineer,210000,1,-1
3039,3039,3039,California,0,4,2,2,0,2,1,Software Engineer,215000,3,-1
3040,3040,3040,California,0,4,2,2,0,2,1,Software Engineer,196000,1,-1
3041,3041,3041,California,0,4,2,2,0,2,1,Data Scientist,166000,0,-1
3042,3042,3042,California,0,4,2,2,0,2,1,Product Manager,500000,3,-1
3043,3043,3043,California,0,4,2,2,0,2,1,Product Manager,500000,3,-1
3044,3044,3044,California,0,4,2,2,0,2,1,Product Manager,285000,9,-1
3045,3045,3045,California,0,4,2,2,0,2,1,Software Engineering Manager,242000,15,-1
3046,3046,3046,California,0,4,2,2,0,2,1,Product Designer,240000,2,-1
3047,3047,3047,California,0,4,2,2,0,2,1,Software Engineer,287000,15,-1
3048,3048,3048,California,0,4,2,2,0,2,1,Data Scientist,190000,4,-1
3049,3049,3049,California,0,4,2,2,0,2,1,Software Engineer,225000,5,-1
3050,3050,3050,California,0,4,2,2,0,2,1,Software Engineer,150000,2,-1
3051,3051,3051,California,0,4,2,2,0,2,1,Software Engineering Manager,310000,14,-1
3052,3052,3052,California,0,4,2,2,0,2,1,Software Engineer,150000,1,-1
3053,3053,3053,California,0,4,2,2,0,2,1,Software Engineer,175000,5,-1
3054,3054,3054,California,0,4,2,2,0,2,1,Data Scientist,300000,10,-1
3055,3055,3055,California,0,4,2,2,0,2,1,Software Engineer,150000,15,-1
3056,3056,3056,California,0,4,2,2,0,2,1,Software Engineer,230000,8,-1
3057,3057,3057,California,0,4,2,2,0,2,1,Software Engineer,280000,9,-1
3058,3058,3058,California,0,4,2,2,0,2,1,Software Engineering Manager,450000,17,-1
3059,3059,3059,California,0,4,2,2,0,2,1,Software Engineer,200000,9,-1
3060,3060,3060,California,0,4,2,2,0,2,1,Software Engineer,140000,0,-1
3061,3061,3061,California,0,4,2,2,0,2,1,Data Scientist,332000,1,0
3062,3062,3062,California,0,4,2,2,0,2,1,Software Engineer,202000,4,-1
3063,3063,3063,California,0,4,2,2,0,2,1,Software Engineer,270000,8,-1
3064,3064,3064,California,0,4,2,2,0,2,1,Software Engineer,186000,2,-1
3065,3065,3065,California,0,4,2,2,0,2,1,Software Engineering Manager,230000,13,-1
3066,3066,3066,California,0,4,2,2,0,2,1,Software Engineer,410000,16,-1
3067,3067,3067,California,0,4,2,2,0,2,1,Software Engineer,261000,6,-1
3068,3068,3068,California,0,4,2,2,0,2,1,Software Engineer,163000,1,-1
3069,3069,3069,California,0,4,2,2,0,2,1,Product Manager,198000,3,-1
3070,3070,3070,California,0,4,2,2,0,2,1,Data Scientist,194000,2,-1
3071,3071,3071,California,0,4,2,2,0,2,1,Software Engineer,330000,2,-1
3072,3072,3072,California,0,4,2,2,0,2,1,Software Engineer,223000,0,-1
3073,3073,3073,California,0,4,2,2,0,2,1,Software Engineer,120000,0,-1
3074,3074,3074,California,0,4,2,2,0,2,1,Software Engineer,220000,14,-1
3075,3075,3075,California,0,4,2,2,0,2,1,Software Engineer,650000,15,-1
3076,3076,3076,California,0,4,2,2,0,2,1,Software Engineer,353000,9,-1
3077,3077,3077,California,0,4,2,2,0,2,1,Software Engineering Manager,180000,15,-1
3078,3078,3078,California,0,4,2,2,0,2,1,Software Engineer,400000,6,-1
3079,3079,3079,California,0,4,2,2,0,2,1,Solution Architect,359000,30,-1
3080,3080,3080,California,0,4,2,2,0,2,1,Software Engineer,231000,6,-1
3081,3081,3081,California,0,4,2,2,0,2,1,Software Engineer,145000,4,-1
3082,3082,3082,California,0,4,2,2,0,2,1,Software Engineering Manager,250000,20,-1
3083,3083,3083,California,0,4,2,2,0,2,1,Software Engineering Manager,407000,20,-1
3084,3084,3084,California,0,4,2,2,0,2,1,Software Engineer,175000,5,-1
3085,3085,3085,California,0,4,2,2,0,2,1,Product Designer,202000,4,-1
3086,3086,3086,California,0,4,2,2,0,2,1,Software Engineer,272000,10,-1
3087,3087,3087,California,0,4,2,2,0,2,1,Software Engineer,105000,6,-1
3088,3088,3088,California,0,4,2,2,0,2,1,Software Engineer,205000,4,-1
3089,3089,3089,California,0,4,2,2,0,2,1,Software Engineer,442000,8,-1
3090,3090,3090,California,0,4,2,2,0,2,1,Software Engineer,310000,2,-1
3091,3091,3091,California,0,4,2,2,0,2,1,Software Engineer,150000,6,-1
3092,3092,3092,California,0,4,2,2,0,2,1,Software Engineering Manager,635000,15,-1
3093,3093,3093,California,0,4,2,2,0,2,1,Software Engineer,355000,10,-1
3094,3094,3094,California,0,4,2,2,0,2,1,Software Engineer,145000,15,-1
3095,3095,3095,California,0,4,2,2,0,2,1,Software Engineer,182000,2,-1
3096,3096,3096,California,0,4,2,2,0,2,1,Software Engineering Manager,615000,20,-1
3097,3097,3097,California,0,4,2,2,0,2,1,Software Engineer,200000,8,-1
3098,3098,3098,California,0,4,2,2,0,2,1,Software Engineer,230000,6,-1
3099,3099,3099,California,0,4,2,2,0,2,1,Software Engineer,540000,6,-1
3100,3100,3100,California,0,4,2,2,0,2,1,Software Engineer,225000,7,-1
3101,3101,3101,California,0,4,2,2,0,2,1,Software Engineer,325000,8,-1
3102,3102,3102,California,0,4,2,2,0,2,1,Software Engineer,229000,2,-1
3103,3103,3103,California,0,4,2,2,0,2,1,Software Engineer,317000,5,-1
3104,3104,3104,California,0,4,2,2,0,2,1,Software Engineer,305000,5,-1
3105,3105,3105,California,0,4,2,2,0,2,1,Software Engineer,330000,1,-1
3106,3106,3106,California,0,4,2,2,0,2,1,Software Engineering Manager,330000,15,-1
3107,3107,3107,California,0,4,2,2,0,2,1,Product Manager,273000,7,-1
3108,3108,3108,California,0,4,2,2,0,2,1,Software Engineer,150000,5,-1
3109,3109,3109,California,0,4,2,2,0,2,1,Software Engineer,250000,15,-1
3110,3110,3110,California,0,4,2,2,0,2,1,Software Engineer,225000,9,-1
3111,3111,3111,California,0,4,2,2,0,2,1,Software Engineer,170000,2,-1
3112,3112,3112,California,0,4,2,2,0,2,1,Software Engineer,188000,1,-1
3113,3113,3113,California,0,4,2,2,0,2,1,Software Engineering Manager,457000,8,-1
3114,3114,3114,California,0,4,2,2,0,2,1,Software Engineering Manager,125000,2,-1
3115,3115,3115,California,0,4,2,2,0,2,1,Software Engineer,100000,6,-1
3116,3116,3116,California,0,4,2,2,0,2,1,Software Engineer,185000,2,-1
3117,3117,3117,California,0,4,2,2,0,2,1,Software Engineer,515000,20,-1
3118,3118,3118,California,0,4,2,2,0,2,1,Product Manager,240000,10,-1
3119,3119,3119,California,0,4,2,2,0,2,1,Software Engineer,525000,7,-1
3120,3120,3120,California,0,4,2,2,0,2,1,Software Engineer,283000,3,-1
3121,3121,3121,California,0,4,2,2,0,2,1,Data Scientist,207000,10,-1
3122,3122,3122,California,0,4,2,2,0,2,1,Software Engineer,170000,5,-1
3123,3123,3123,California,0,4,2,2,0,2,1,Software Engineering Manager,250000,17,-1
3124,3124,3124,California,0,4,2,2,0,2,1,Software Engineer,189000,12,-1
3125,3125,3125,California,0,4,2,2,0,2,1,Software Engineer,450000,6,-1
3126,3126,3126,California,0,4,2,2,0,2,1,Software Engineer,325000,1,-1
3127,3127,3127,California,0,4,2,2,0,2,1,Software Engineer,247000,5,-1
3128,3128,3128,California,0,4,2,2,0,2,1,Software Engineer,130000,2,-1
3129,3129,3129,California,0,4,2,2,0,2,1,Software Engineer,180000,2,-1
3130,3130,3130,California,0,4,2,2,0,2,1,Software Engineer,120000,6,-1
3131,3131,3131,California,0,4,2,2,0,2,1,Product Designer,217000,12,-1
3132,3132,3132,California,0,4,2,2,0,2,1,Software Engineer,230000,8,-1
3133,3133,3133,California,0,4,2,2,0,2,1,Software Engineer,180000,1,-1
3134,3134,3134,California,0,4,2,2,0,2,1,Software Engineer,250000,5,-1
3135,3135,3135,California,0,4,2,2,0,2,1,Software Engineer,400000,5,-1
3136,3136,3136,California,0,4,2,2,0,2,1,Software Engineer,120000,2,-1
3137,3137,3137,California,0,4,2,2,0,2,1,Software Engineer,250000,5,-1
3138,3138,3138,California,0,4,2,2,0,2,1,Software Engineer,150000,3,-1
3139,3139,3139,California,0,4,2,2,0,2,1,Software Engineer,522000,17,-1
3140,3140,3140,California,0,4,2,2,0,2,1,Software Engineer,172000,0,-1
3141,3141,3141,California,0,4,2,2,0,2,1,Software Engineering Manager,430000,20,-1
3142,3142,3142,California,0,4,2,2,0,2,1,Software Engineer,137000,0,-1
3143,3143,3143,California,0,4,2,2,0,2,1,Software Engineer,340000,6,-1
3144,3144,3144,California,0,4,2,2,0,2,1,Software Engineer,300000,5,-1
3145,3145,3145,California,0,4,2,2,0,2,1,Software Engineer,360000,5,-1
3146,3146,3146,California,0,4,2,2,0,2,1,Product Manager,550000,8,-1
3147,3147,3147,California,0,4,2,2,0,2,1,Software Engineer,360000,7,-1
3148,3148,3148,California,0,4,2,2,0,2,1,Software Engineer,270000,5,-1
3149,3149,3149,California,0,4,2,2,0,2,1,Software Engineer,271000,19,-1
3150,3150,3150,California,0,4,2,2,0,2,1,Software Engineer,151000,5,-1
3151,3151,3151,California,0,4,2,2,0,2,1,Software Engineer,127000,1,-1
3152,3152,3152,California,0,4,2,2,0,2,1,Software Engineering Manager,500000,16,-1
3153,3153,3153,California,0,4,2,2,0,2,1,Software Engineer,180000,4,-1
3154,3154,3154,California,0,4,2,2,0,2,1,Software Engineer,365000,20,-1
3155,3155,3155,California,0,4,2,2,0,2,1,Software Engineer,107000,2,-1
3156,3156,3156,California,0,4,2,2,0,2,1,Software Engineer,340000,4,-1
3157,3157,3157,California,0,4,2,2,0,2,1,Software Engineering Manager,848000,7,-1
3158,3158,3158,California,0,4,2,2,0,2,1,Software Engineer,377000,7,-1
3159,3159,3159,California,0,4,2,2,0,2,1,Data Scientist,185000,4,-1
3160,3160,3160,California,0,4,2,2,0,2,1,Data Scientist,190000,2,-1
3161,3161,3161,California,0,4,2,2,0,2,1,Software Engineer,207000,4,-1
3162,3162,3162,California,0,4,2,2,0,2,1,Software Engineering Manager,290000,16,-1
3163,3163,3163,California,0,4,2,2,0,2,1,Software Engineer,168000,0,-1
3164,3164,3164,California,0,4,2,2,0,2,1,Software Engineering Manager,270000,10,-1
3165,3165,3165,California,0,4,2,2,0,2,1,Software Engineer,297000,14,-1
3166,3166,3166,California,0,4,2,2,0,2,1,Software Engineer,200000,11,-1
3167,3167,3167,California,0,4,2,2,0,2,1,Software Engineer,281000,11,-1
3168,3168,3168,California,0,4,2,2,0,2,1,Product Manager,210000,10,-1
3169,3169,3169,California,0,4,2,2,0,2,1,Software Engineer,202000,3,-1
3170,3170,3170,California,0,4,2,2,0,2,1,Product Designer,595000,13,-1
3171,3171,3171,California,0,4,2,2,0,2,1,Software Engineer,340000,10,-1
3172,3172,3172,California,0,4,2,2,0,2,1,Software Engineer,400000,15,-1
3173,3173,3173,California,0,4,2,2,0,2,1,Software Engineer,178000,0,-1
3174,3174,3174,California,0,4,2,2,0,2,1,Software Engineer,415000,8,-1
3175,3175,3175,California,0,4,2,2,0,2,1,Software Engineer,160000,0,-1
3176,3176,3176,California,0,4,2,2,0,2,1,Software Engineer,165000,1,-1
3177,3177,3177,California,0,4,2,2,0,2,1,Software Engineer,185000,0,-1
3178,3178,3178,California,0,4,2,2,0,2,1,Product Manager,228000,10,-1
3179,3179,3179,California,0,4,2,2,0,2,1,Software Engineer,198000,1,-1
3180,3180,3180,California,0,4,2,2,0,2,1,Product Designer,510000,15,-1
3181,3181,3181,California,0,4,2,2,0,2,1,Product Manager,167000,6,-1
3182,3182,3182,California,0,4,2,2,0,2,1,Software Engineer,241000,3,-1
3183,3183,3183,California,0,4,2,2,0,2,1,Software Engineer,170000,4,-1
3184,3184,3184,California,0,4,2,2,0,2,1,Software Engineer,151000,1,-1
3185,3185,3185,California,0,4,2,2,0,2,1,Software Engineer,186000,3,-1
3186,3186,3186,California,0,4,2,2,0,2,1,Software Engineer,171000,4,-1
3187,3187,3187,California,0,4,2,2,0,2,1,Software Engineer,192000,0,-1
3188,3188,3188,California,0,4,2,2,0,2,1,Software Engineer,163000,0,-1
3189,3189,3189,California,0,4,2,2,0,2,1,Data Scientist,225000,0,-1
3190,3190,3190,California,0,4,2,2,0,2,1,Software Engineer,200000,9,-1
3191,3191,3191,California,0,4,2,2,0,2,1,Product Designer,198000,5,-1
3192,3192,3192,California,0,4,2,2,0,2,1,Software Engineer,125000,1,-1
3193,3193,3193,California,0,4,2,2,0,2,1,Software Engineer,197000,8,-1
3194,3194,3194,California,0,4,2,2,0,2,1,Software Engineer,193000,2,-1
3195,3195,3195,California,0,4,2,2,0,2,1,Product Designer,239000,12,-1
3196,3196,3196,California,0,4,2,2,0,2,1,Software Engineer,260000,15,-1
3197,3197,3197,California,0,4,2,2,0,2,1,Software Engineer,152000,3,-1
3198,3198,3198,California,0,4,2,2,0,2,1,Software Engineer,315000,8,-1
3199,3199,3199,California,0,4,2,2,0,2,1,Product Manager,510000,18,-1
3200,3200,3200,California,0,4,2,2,0,2,1,Software Engineering Manager,240000,20,-1
3201,3201,3201,California,0,4,2,2,0,2,1,Software Engineer,300000,5,-1
3202,3202,3202,California,0,4,2,2,0,2,1,Hardware Engineer,190000,10,-1
3203,3203,3203,California,0,4,2,2,0,2,1,Software Engineer,300000,3,-1
3204,3204,3204,California,0,4,2,2,0,2,1,Software Engineer,289000,5,-1
3205,3205,3205,California,0,4,2,2,0,2,1,Software Engineer,174000,1,-1
3206,3206,3206,California,0,4,2,2,0,2,1,Software Engineer,200000,4,-1
3207,3207,3207,California,0,4,2,2,0,2,1,Software Engineer,192000,2,-1
3208,3208,3208,California,0,4,2,2,0,2,1,Software Engineer,257000,5,-1
3209,3209,3209,California,0,4,2,2,0,2,1,Product Manager,401000,14,-1
3210,3210,3210,California,0,4,2,2,0,2,1,Software Engineer,300000,6,-1
3211,3211,3211,California,0,4,2,2,0,2,1,Software Engineer,500000,14,-1
3212,3212,3212,California,0,4,2,2,0,2,1,Software Engineer,775000,15,-1
3213,3213,3213,California,0,4,2,2,0,2,1,Software Engineer,279000,5,-1
3214,3214,3214,California,0,4,2,2,0,2,1,Software Engineer,170000,5,-1
3215,3215,3215,California,0,4,2,2,0,2,1,Software Engineering Manager,480000,10,-1
3216,3216,3216,California,0,4,2,2,0,2,1,Software Engineer,200000,4,-1
3217,3217,3217,California,0,4,2,2,0,2,1,Software Engineer,280000,5,-1
3218,3218,3218,California,0,4,2,2,0,2,1,Software Engineer,210000,4,-1
3219,3219,3219,California,0,4,2,2,0,2,1,Product Manager,170000,9,-1
3220,3220,3220,California,0,4,2,2,0,2,1,Software Engineer,445000,6,-1
3221,3221,3221,California,0,4,2,2,0,2,1,Solution Architect,168000,12,-1
3222,3222,3222,California,0,4,2,2,0,2,1,Product Manager,217000,4,-1
3223,3223,3223,California,0,4,2,2,0,2,1,Software Engineer,370000,4,-1
3224,3224,3224,California,0,4,2,2,0,2,1,Software Engineer,187000,0,-1
3225,3225,3225,California,0,4,2,2,0,2,1,Software Engineer,187000,0,-1
3226,3226,3226,California,0,4,2,2,0,2,1,Product Designer,450000,15,-1
3227,3227,3227,California,0,4,2,2,0,2,1,Product Manager,340000,7,-1
3228,3228,3228,California,0,4,2,2,0,2,1,Software Engineering Manager,360000,10,-1
3229,3229,3229,California,0,4,2,2,0,2,1,Software Engineer,142000,3,-1
3230,3230,3230,California,0,4,2,2,0,2,1,Software Engineering Manager,310000,10,-1
3231,3231,3231,California,0,4,2,2,0,2,1,Data Scientist,242000,1,-1
3232,3232,3232,California,0,4,2,2,0,2,1,Software Engineer,181000,4,-1
3233,3233,3233,California,0,4,2,2,0,2,1,Data Scientist,350000,5,-1
3234,3234,3234,California,0,4,2,2,0,2,1,Software Engineering Manager,514000,10,-1
3235,3235,3235,California,0,4,2,2,0,2,1,Software Engineer,385000,10,-1
3236,3236,3236,California,0,4,2,2,0,2,1,Software Engineer,130000,4,-1
3237,3237,3237,California,0,4,2,2,0,2,1,Software Engineer,185000,1,-1
3238,3238,3238,California,0,4,2,2,0,2,1,Software Engineer,218000,2,-1
3239,3239,3239,California,0,4,2,2,0,2,1,Software Engineer,295000,2,-1
3240,3240,3240,California,0,4,2,2,0,2,1,Software Engineer,500000,15,-1
3241,3241,3241,California,0,4,2,2,0,2,1,Software Engineer,300000,5,-1
3242,3242,3242,California,0,4,2,2,0,2,1,Software Engineer,250000,8,-1
3243,3243,3243,California,0,4,2,2,0,2,1,Software Engineer,340000,20,-1
3244,3244,3244,California,0,4,2,2,0,2,1,Software Engineer,185000,5,-1
3245,3245,3245,California,0,4,2,2,0,2,1,Software Engineer,331000,10,-1
3246,3246,3246,California,0,4,2,2,0,2,1,Data Scientist,150000,4,-1
3247,3247,3247,California,0,4,2,2,0,2,1,Software Engineer,318000,4,-1
3248,3248,3248,California,0,4,2,2,0,2,1,Software Engineer,202000,0,-1
3249,3249,3249,California,0,4,2,2,0,2,1,Software Engineer,203000,1,-1
3250,3250,3250,California,0,4,2,2,0,2,1,Product Manager,310000,20,-1
3251,3251,3251,California,0,4,2,2,0,2,1,Software Engineer,168000,1,-1
3252,3252,3252,California,0,4,2,2,0,2,1,Software Engineer,329000,3,-1
3253,3253,3253,California,0,4,2,2,0,2,1,Software Engineer,140000,6,-1
3254,3254,3254,California,0,4,2,2,0,2,1,Software Engineer,185000,5,-1
3255,3255,3255,California,0,4,2,2,0,2,1,Software Engineer,220000,6,-1
3256,3256,3256,California,0,4,2,2,0,2,1,Software Engineer,235000,5,-1
3257,3257,3257,California,0,4,2,2,0,2,1,Product Manager,195000,2,-1
3258,3258,3258,California,0,4,2,2,0,2,1,Software Engineer,320000,7,-1
3259,3259,3259,California,0,4,2,2,0,2,1,Data Scientist,310000,4,-1
3260,3260,3260,California,0,4,2,2,0,2,1,Software Engineer,170000,1,-1
3261,3261,3261,California,0,4,2,2,0,2,1,Software Engineer,197000,10,-1
3262,3262,3262,California,0,4,2,2,0,2,1,Software Engineer,160000,2,-1
3263,3263,3263,California,0,4,2,2,0,2,1,Software Engineer,229000,10,-1
3264,3264,3264,California,0,4,2,2,0,2,1,Software Engineer,275000,3,-1
3265,3265,3265,California,0,4,2,2,0,2,1,Software Engineer,190000,3,-1
3266,3266,3266,California,0,4,2,2,0,2,1,Software Engineer,300000,6,-1
3267,3267,3267,California,0,4,2,2,0,2,1,Software Engineer,170000,5,-1
3268,3268,3268,California,0,4,2,2,0,2,1,Software Engineer,252000,23,-1
3269,3269,3269,California,0,4,2,2,0,2,1,Product Manager,357000,8,-1
3270,3270,3270,California,0,4,2,2,0,2,1,Software Engineer,526000,10,-1
3271,3271,3271,California,0,4,2,2,0,2,1,Software Engineer,360000,10,-1
3272,3272,3272,California,0,4,2,2,0,2,1,Software Engineer,370000,9,-1
3273,3273,3273,California,0,4,2,2,0,2,1,Software Engineer,228000,18,-1
3274,3274,3274,California,0,4,2,2,0,2,1,Software Engineer,360000,16,-1
3275,3275,3275,California,0,4,2,2,0,2,1,Product Designer,455000,13,-1
3276,3276,3276,California,0,4,2,2,0,2,1,Software Engineer,267000,4,-1
3277,3277,3277,California,0,4,2,2,0,2,1,Software Engineer,124000,6,-1
3278,3278,3278,California,0,4,2,2,0,2,1,Product Manager,215000,2,-1
3279,3279,3279,California,0,4,2,2,0,2,1,Software Engineer,425000,5,-1
3280,3280,3280,California,0,4,2,2,0,2,1,Software Engineer,150000,3,-1
3281,3281,3281,California,0,4,2,2,0,2,1,Software Engineer,200000,9,-1
3282,3282,3282,California,0,4,2,2,0,2,1,Product Manager,177000,14,-1
3283,3283,3283,California,0,4,2,2,0,2,1,Software Engineer,240000,3,-1
3284,3284,3284,California,0,4,2,2,0,2,1,Software Engineer,222000,4,-1
3285,3285,3285,California,0,4,2,2,0,2,1,Software Engineer,560000,10,-1
3286,3286,3286,California,0,4,2,2,0,2,1,Software Engineer,350000,15,-1
3287,3287,3287,California,0,4,2,2,0,2,1,Software Engineer,240000,3,-1
3288,3288,3288,California,0,4,2,2,0,2,1,Software Engineer,130000,3,-1
3289,3289,3289,California,0,4,2,2,0,2,1,Software Engineer,165000,2,-1
3290,3290,3290,California,0,4,2,2,0,2,1,Software Engineering Manager,890000,17,-1
3291,3291,3291,California,0,4,2,2,0,2,1,Solution Architect,144000,2,-1
3292,3292,3292,California,0,4,2,2,0,2,1,Software Engineer,225000,2,-1
3293,3293,3293,California,0,4,2,2,0,2,1,Software Engineer,210000,4,-1
3294,3294,3294,California,0,4,2,2,0,2,1,Software Engineer,168000,0,-1
3295,3295,3295,California,0,4,2,2,0,2,1,Software Engineer,215000,6,-1
3296,3296,3296,California,0,4,2,2,0,2,1,Software Engineer,478000,4,-1
3297,3297,3297,California,0,4,2,2,0,2,1,Software Engineer,317000,5,-1
3298,3298,3298,California,0,4,2,2,0,2,1,Software Engineer,320000,12,-1
3299,3299,3299,California,0,4,2,2,0,2,1,Software Engineer,195000,0,-1
3300,3300,3300,California,0,4,2,2,0,2,1,Software Engineer,411000,5,-1
3301,3301,3301,California,0,4,2,2,0,2,1,Software Engineer,180000,10,-1
3302,3302,3302,California,0,4,2,2,0,2,1,Data Scientist,195000,9,-1
3303,3303,3303,California,0,4,2,2,0,2,1,Software Engineer,194000,10,-1
3304,3304,3304,California,0,4,2,2,0,2,1,Software Engineer,220000,3,-1
3305,3305,3305,California,0,4,2,2,0,2,1,Software Engineer,140000,3,-1
3306,3306,3306,California,0,4,2,2,0,2,1,Software Engineer,244000,4,-1
3307,3307,3307,California,0,4,2,2,0,2,1,Software Engineer,235000,10,-1
3308,3308,3308,California,0,4,2,2,0,2,1,Software Engineer,250000,7,-1
3309,3309,3309,California,0,4,2,2,0,2,1,Software Engineer,251000,3,-1
3310,3310,3310,California,0,4,2,2,0,2,1,Software Engineer,245000,3,-1
3311,3311,3311,California,0,4,2,2,0,2,1,Software Engineer,286000,9,-1
3312,3312,3312,California,0,4,2,2,0,2,1,Software Engineer,325000,4,-1
3313,3313,3313,California,0,4,2,2,0,2,1,Software Engineer,331000,4,-1
3314,3314,3314,California,0,4,2,2,0,2,1,Software Engineer,227000,5,-1
3315,3315,3315,California,0,4,2,2,0,2,1,Software Engineer,287000,3,-1
3316,3316,3316,California,0,4,2,2,0,2,1,Software Engineer,600000,8,-1
3317,3317,3317,California,0,4,2,2,0,2,1,Solution Architect,200000,15,-1
3318,3318,3318,California,0,4,2,2,0,2,1,Solution Architect,137000,7,-1
3319,3319,3319,California,0,4,2,2,0,2,1,Product Designer,310000,8,-1
3320,3320,3320,California,0,4,2,2,0,2,1,Software Engineer,167000,1,-1
3321,3321,3321,California,0,4,2,2,0,2,1,Software Engineer,300000,2,-1
3322,3322,3322,California,0,4,2,2,0,2,1,Software Engineer,310000,10,-1
3323,3323,3323,California,0,4,2,2,0,2,1,Software Engineer,105000,0,-1
3324,3324,3324,California,0,4,2,2,0,2,1,Software Engineer,224000,5,-1
3325,3325,3325,California,0,4,2,2,0,2,1,Software Engineer,206000,1,-1
3326,3326,3326,California,0,4,2,2,0,2,1,Product Manager,130000,11,-1
3327,3327,3327,California,0,4,2,2,0,2,1,Software Engineer,247000,9,-1
3328,3328,3328,California,0,4,2,2,0,2,1,Software Engineer,140000,10,-1
3329,3329,3329,California,0,4,2,2,0,2,1,Software Engineer,130000,3,-1
3330,3330,3330,California,0,4,2,2,0,2,1,Software Engineer,180000,3,-1
3331,3331,3331,California,0,4,2,2,0,2,1,Software Engineer,280000,20,-1
3332,3332,3332,California,0,4,2,2,0,2,1,Data Scientist,345000,7,-1
3333,3333,3333,California,0,4,2,2,0,2,1,Software Engineer,199000,3,-1
3334,3334,3334,California,0,4,2,2,0,2,1,Software Engineer,240000,3,0
3335,3335,3335,California,0,4,2,2,0,2,1,Software Engineer,500000,6,-1
3336,3336,3336,California,0,4,2,2,0,2,1,Product Manager,325000,14,-1
3337,3337,3337,California,0,4,2,2,0,2,1,Product Designer,210000,17,-1
3338,3338,3338,California,0,4,2,2,0,2,1,Product Designer,190000,14,-1
3339,3339,3339,California,0,4,2,2,0,2,1,Software Engineer,190000,1,-1
3340,3340,3340,California,0,4,2,2,0,2,1,Software Engineer,100000,1,-1
3341,3341,3341,California,0,4,2,2,0,2,1,Software Engineering Manager,350000,15,-1
3342,3342,3342,California,0,4,2,2,0,2,1,Product Manager,140000,1,-1
3343,3343,3343,California,0,4,2,2,0,2,1,Software Engineer,280000,3,-1
3344,3344,3344,California,0,4,2,2,0,2,1,Software Engineer,330000,7,-1
3345,3345,3345,California,0,4,2,2,0,2,1,Software Engineer,198000,0,-1
3346,3346,3346,California,0,4,2,2,0,2,1,Software Engineer,260000,10,-1
3347,3347,3347,California,0,4,2,2,0,2,1,Software Engineer,275000,2,-1
3348,3348,3348,California,0,4,2,2,0,2,1,Data Scientist,206000,4,-1
3349,3349,3349,California,0,4,2,2,0,2,1,Software Engineer,199000,2,-1
3350,3350,3350,California,0,4,2,2,0,2,1,Software Engineer,290000,20,-1
3351,3351,3351,California,0,4,2,2,0,2,1,Product Manager,250000,14,-1
3352,3352,3352,California,0,4,2,2,0,2,1,Software Engineer,242000,5,-1
3353,3353,3353,California,0,4,2,2,0,2,1,Software Engineer,131000,1,-1
3354,3354,3354,California,0,4,2,2,0,2,1,Software Engineer,385000,8,-1
3355,3355,3355,California,0,4,2,2,0,2,1,Software Engineer,282000,2,-1
3356,3356,3356,California,0,4,2,2,0,2,1,Software Engineer,287000,9,-1
3357,3357,3357,California,0,4,2,2,0,2,1,Software Engineer,485000,9,-1
3358,3358,3358,California,0,4,2,2,0,2,1,Data Scientist,150000,0,-1
3359,3359,3359,California,0,4,2,2,0,2,1,Software Engineer,286000,3,-1
