,state,job_opportunity_rank,affordability,economy,education and health,quality of life,safety,Climate,title,totalyearlycompensation,yearsofexperience,Education
13958,California,0,4,2,2,0,2,1,Hardware Engineer,290000,10,1
13959,California,0,4,2,2,0,2,1,Sales,250000,6,1
13960,California,0,4,2,2,0,2,1,Mechanical Engineer,176000,4,2
13961,California,0,4,2,2,0,2,1,Data Scientist,358000,5,-1
13962,California,0,4,2,2,0,2,1,Software Engineer,240000,10,-1
13963,California,0,4,2,2,0,2,1,Software Engineer,270000,5,-1
13964,California,0,4,2,2,0,2,1,Technical Program Manager,180000,3,-1
13965,California,0,4,2,2,0,2,1,Product Manager,180000,0,-1
13966,California,0,4,2,2,0,2,1,Business Analyst,258000,9,-1
13967,California,0,4,2,2,0,2,1,Software Engineer,193000,0,-1
13968,California,0,4,2,2,0,2,1,Software Engineer,276000,0,-1
13969,California,0,4,2,2,0,2,1,Software Engineer,106000,2,3
13970,California,0,4,2,2,0,2,1,Product Manager,850000,12,-1
13971,California,0,4,2,2,0,2,1,Software Engineer,325000,6,-1
13972,California,0,4,2,2,0,2,1,Software Engineer,72000,2,2
13973,California,0,4,2,2,0,2,1,Software Engineer,290000,2,1
13974,California,0,4,2,2,0,2,1,Product Designer,152000,3,-1
13975,California,0,4,2,2,0,2,1,Software Engineer,400000,20,-1
13976,California,0,4,2,2,0,2,1,Software Engineer,150000,5,-1
13977,California,0,4,2,2,0,2,1,Software Engineering Manager,180000,6,-1
13978,California,0,4,2,2,0,2,1,Management Consultant,177000,5,2
13979,California,0,4,2,2,0,2,1,Technical Program Manager,238000,15,1
13980,California,0,4,2,2,0,2,1,Software Engineer,109000,2,2
13981,California,0,4,2,2,0,2,1,Software Engineer,380000,6,2
13982,California,0,4,2,2,0,2,1,Software Engineer,268000,6,-1
13983,California,0,4,2,2,0,2,1,Software Engineer,285000,7,1
13984,California,0,4,2,2,0,2,1,Product Manager,820000,15,1
13985,California,0,4,2,2,0,2,1,Product Manager,360000,9,2
13986,California,0,4,2,2,0,2,1,Software Engineer,210000,4,-1
13987,California,0,4,2,2,0,2,1,Software Engineer,255000,7,1
13988,California,0,4,2,2,0,2,1,Marketing,203000,4,2
13989,California,0,4,2,2,0,2,1,Software Engineer,235000,8,1
13990,California,0,4,2,2,0,2,1,Software Engineer,220000,12,-1
13991,California,0,4,2,2,0,2,1,Software Engineer,144000,1,2
13992,California,0,4,2,2,0,2,1,Software Engineer,340000,10,-1
13993,California,0,4,2,2,0,2,1,Software Engineer,315000,10,-1
13994,California,0,4,2,2,0,2,1,Business Analyst,210000,4,-1
13995,California,0,4,2,2,0,2,1,Software Engineer,142000,4,2
13996,California,0,4,2,2,0,2,1,Product Manager,327000,10,1
13997,California,0,4,2,2,0,2,1,Software Engineering Manager,440000,18,2
13998,California,0,4,2,2,0,2,1,Product Designer,140000,1,2
13999,California,0,4,2,2,0,2,1,Software Engineer,175000,13,-1
14000,California,0,4,2,2,0,2,1,Software Engineer,200000,8,-1
14001,California,0,4,2,2,0,2,1,Data Scientist,180000,5,-1
14002,California,0,4,2,2,0,2,1,Software Engineer,170000,2,-1
14003,California,0,4,2,2,0,2,1,Software Engineering Manager,40000,2,-1
14004,California,0,4,2,2,0,2,1,Software Engineering Manager,345000,8,-1
14005,California,0,4,2,2,0,2,1,Solution Architect,373000,8,-1
14006,California,0,4,2,2,0,2,1,Management Consultant,198000,7,1
14007,California,0,4,2,2,0,2,1,Product Designer,230000,0,2
14008,California,0,4,2,2,0,2,1,Software Engineer,170000,0,2
14009,California,0,4,2,2,0,2,1,Software Engineer,182000,2,4
14010,California,0,4,2,2,0,2,1,Business Analyst,204000,3,1
14011,California,0,4,2,2,0,2,1,Software Engineer,197000,0,-1
14012,California,0,4,2,2,0,2,1,Marketing,188000,5,2
14013,California,0,4,2,2,0,2,1,Hardware Engineer,300000,15,0
14014,California,0,4,2,2,0,2,1,Software Engineer,400000,9,1
14015,California,0,4,2,2,0,2,1,Hardware Engineer,155000,3,-1
14016,California,0,4,2,2,0,2,1,Software Engineering Manager,420000,13,1
14017,California,0,4,2,2,0,2,1,Technical Program Manager,200000,13,-1
14018,California,0,4,2,2,0,2,1,Sales,252000,10,2
14019,California,0,4,2,2,0,2,1,Software Engineer,497000,20,1
14020,California,0,4,2,2,0,2,1,Data Scientist,220000,5,1
14021,California,0,4,2,2,0,2,1,Hardware Engineer,210000,0,0
14022,California,0,4,2,2,0,2,1,Software Engineer,280000,18,2
14023,California,0,4,2,2,0,2,1,Software Engineer,235000,15,1
14024,California,0,4,2,2,0,2,1,Product Designer,181000,4,2
14025,California,0,4,2,2,0,2,1,Product Designer,174000,0,1
14026,California,0,4,2,2,0,2,1,Product Designer,491000,20,-1
14027,California,0,4,2,2,0,2,1,Software Engineering Manager,185000,6,1
14028,California,0,4,2,2,0,2,1,Software Engineer,236000,10,-1
14029,California,0,4,2,2,0,2,1,Product Manager,225000,7,2
14030,California,0,4,2,2,0,2,1,Software Engineer,170000,8,2
14031,California,0,4,2,2,0,2,1,Mechanical Engineer,270000,24,2
14032,California,0,4,2,2,0,2,1,Software Engineer,85000,1,2
14033,California,0,4,2,2,0,2,1,Software Engineer,180000,3,-1
14034,California,0,4,2,2,0,2,1,Software Engineer,373000,5,1
14035,California,0,4,2,2,0,2,1,Sales,170000,7,1
14036,California,0,4,2,2,0,2,1,Software Engineer,260000,8,-1
14037,California,0,4,2,2,0,2,1,Technical Program Manager,400000,15,-1
14038,California,0,4,2,2,0,2,1,Software Engineer,260000,2,1
14039,California,0,4,2,2,0,2,1,Hardware Engineer,423000,16,1
14040,California,0,4,2,2,0,2,1,Software Engineer,159000,0,2
14041,California,0,4,2,2,0,2,1,Software Engineer,190000,0,-1
14042,California,0,4,2,2,0,2,1,Hardware Engineer,218000,5,-1
14043,California,0,4,2,2,0,2,1,Software Engineer,211000,8,1
14044,California,0,4,2,2,0,2,1,Mechanical Engineer,102000,1,2
14045,California,0,4,2,2,0,2,1,Data Scientist,338000,10,-1
14046,California,0,4,2,2,0,2,1,Software Engineer,150000,8,-1
14047,California,0,4,2,2,0,2,1,Software Engineer,210000,5,1
14048,California,0,4,2,2,0,2,1,Data Scientist,181000,1,1
14049,California,0,4,2,2,0,2,1,Software Engineer,410000,8,2
14050,California,0,4,2,2,0,2,1,Business Analyst,200000,4,-1
14051,California,0,4,2,2,0,2,1,Business Analyst,250000,6,2
14052,California,0,4,2,2,0,2,1,Hardware Engineer,200000,4,-1
14053,California,0,4,2,2,0,2,1,Hardware Engineer,135000,1,0
14054,California,0,4,2,2,0,2,1,Hardware Engineer,677000,10,0
14055,California,0,4,2,2,0,2,1,Software Engineer,461000,5,2
14056,California,0,4,2,2,0,2,1,Software Engineer,257000,6,1
14057,California,0,4,2,2,0,2,1,Solution Architect,365000,20,-1
14058,California,0,4,2,2,0,2,1,Software Engineer,405000,11,1
14059,California,0,4,2,2,0,2,1,Software Engineer,139000,1,2
14060,California,0,4,2,2,0,2,1,Software Engineer,112000,5,1
14061,California,0,4,2,2,0,2,1,Software Engineer,251000,2,-1
14062,California,0,4,2,2,0,2,1,Software Engineer,167000,0,-1
14063,California,0,4,2,2,0,2,1,Software Engineer,150000,1,1
14064,California,0,4,2,2,0,2,1,Software Engineer,115000,13,1
14065,California,0,4,2,2,0,2,1,Software Engineer,184000,0,1
14066,California,0,4,2,2,0,2,1,Software Engineer,148000,3,-1
14067,California,0,4,2,2,0,2,1,Software Engineer,234000,2,2
14068,California,0,4,2,2,0,2,1,Software Engineer,97000,4,2
14069,California,0,4,2,2,0,2,1,Sales,395000,14,1
14070,California,0,4,2,2,0,2,1,Software Engineer,168000,1,-1
14071,California,0,4,2,2,0,2,1,Software Engineer,230000,3,1
14072,California,0,4,2,2,0,2,1,Software Engineer,330000,10,-1
14073,California,0,4,2,2,0,2,1,Software Engineer,200000,5,-1
14074,California,0,4,2,2,0,2,1,Software Engineer,174000,1,-1
14075,California,0,4,2,2,0,2,1,Software Engineer,380000,10,-1
14076,California,0,4,2,2,0,2,1,Software Engineer,248000,12,1
14077,California,0,4,2,2,0,2,1,Management Consultant,200000,3,1
14078,California,0,4,2,2,0,2,1,Product Designer,211000,2,1
14079,California,0,4,2,2,0,2,1,Solution Architect,226000,5,1
14080,California,0,4,2,2,0,2,1,Software Engineer,283000,13,1
14081,California,0,4,2,2,0,2,1,Software Engineer,140000,3,1
14082,California,0,4,2,2,0,2,1,Software Engineer,256000,5,0
14083,California,0,4,2,2,0,2,1,Software Engineer,210000,10,1
14084,California,0,4,2,2,0,2,1,Software Engineer,170000,0,2
14085,California,0,4,2,2,0,2,1,Software Engineer,198000,2,1
14086,California,0,4,2,2,0,2,1,Software Engineer,246000,23,-1
14087,California,0,4,2,2,0,2,1,Product Designer,145000,6,1
14088,California,0,4,2,2,0,2,1,Software Engineer,120000,8,2
14089,California,0,4,2,2,0,2,1,Recruiter,290000,20,3
14090,California,0,4,2,2,0,2,1,Product Designer,229000,6,2
14091,California,0,4,2,2,0,2,1,Software Engineer,550000,10,2
14092,California,0,4,2,2,0,2,1,Software Engineer,230000,20,-1
14093,California,0,4,2,2,0,2,1,Human Resources,225000,15,1
14094,California,0,4,2,2,0,2,1,Software Engineer,173000,0,-1
14095,California,0,4,2,2,0,2,1,Product Designer,252000,8,-1
14096,California,0,4,2,2,0,2,1,Software Engineer,265000,3,-1
14097,California,0,4,2,2,0,2,1,Human Resources,350000,10,-1
14098,California,0,4,2,2,0,2,1,Mechanical Engineer,92000,0,-1
14099,California,0,4,2,2,0,2,1,Human Resources,155000,5,2
14100,California,0,4,2,2,0,2,1,Human Resources,250000,10,1
14101,California,0,4,2,2,0,2,1,Product Manager,235000,3,2
14102,California,0,4,2,2,0,2,1,Software Engineer,175000,1,1
14103,California,0,4,2,2,0,2,1,Software Engineer,150000,2,1
14104,California,0,4,2,2,0,2,1,Software Engineer,168000,0,-1
14105,California,0,4,2,2,0,2,1,Software Engineering Manager,700000,10,-1
14106,California,0,4,2,2,0,2,1,Product Manager,145000,12,1
14107,California,0,4,2,2,0,2,1,Software Engineer,173000,11,2
14108,California,0,4,2,2,0,2,1,Software Engineer,330000,15,-1
14109,California,0,4,2,2,0,2,1,Software Engineer,416000,3,2
14110,California,0,4,2,2,0,2,1,Software Engineer,231000,4,2
14111,California,0,4,2,2,0,2,1,Technical Program Manager,270000,7,1
14112,California,0,4,2,2,0,2,1,Recruiter,134000,5,-1
14113,California,0,4,2,2,0,2,1,Business Analyst,150000,8,-1
14114,California,0,4,2,2,0,2,1,Business Analyst,405000,8,1
14115,California,0,4,2,2,0,2,1,Software Engineer,200000,4,1
14116,California,0,4,2,2,0,2,1,Product Designer,351000,8,1
14117,California,0,4,2,2,0,2,1,Software Engineer,253000,15,-1
14118,California,0,4,2,2,0,2,1,Software Engineer,282000,14,2
14119,California,0,4,2,2,0,2,1,Software Engineer,326000,0,-1
14120,California,0,4,2,2,0,2,1,Software Engineer,450000,6,1
14121,California,0,4,2,2,0,2,1,Product Manager,120000,3,1
14122,California,0,4,2,2,0,2,1,Software Engineer,456000,20,-1
14123,California,0,4,2,2,0,2,1,Hardware Engineer,340000,10,1
14124,California,0,4,2,2,0,2,1,Software Engineer,270000,5,-1
14125,California,0,4,2,2,0,2,1,Hardware Engineer,251000,5,1
14126,California,0,4,2,2,0,2,1,Software Engineer,112000,0,2
14127,California,0,4,2,2,0,2,1,Product Manager,149000,2,-1
14128,California,0,4,2,2,0,2,1,Software Engineer,199000,0,1
14129,California,0,4,2,2,0,2,1,Product Manager,500000,15,-1
14130,California,0,4,2,2,0,2,1,Software Engineer,205000,10,1
14131,California,0,4,2,2,0,2,1,Human Resources,450000,10,1
14132,California,0,4,2,2,0,2,1,Software Engineer,150000,15,-1
14133,California,0,4,2,2,0,2,1,Software Engineer,520000,5,-1
14134,California,0,4,2,2,0,2,1,Software Engineer,150000,3,-1
14135,California,0,4,2,2,0,2,1,Software Engineer,330000,6,1
14136,California,0,4,2,2,0,2,1,Product Designer,320000,8,2
14137,California,0,4,2,2,0,2,1,Software Engineer,428000,5,-1
14138,California,0,4,2,2,0,2,1,Data Scientist,243000,3,-1
14139,California,0,4,2,2,0,2,1,Human Resources,340000,12,1
14140,California,0,4,2,2,0,2,1,Software Engineering Manager,287000,15,-1
14141,California,0,4,2,2,0,2,1,Solution Architect,350000,18,1
14142,California,0,4,2,2,0,2,1,Software Engineer,220000,6,-1
14143,California,0,4,2,2,0,2,1,Software Engineering Manager,510000,13,-1
14144,California,0,4,2,2,0,2,1,Software Engineer,260000,5,2
14145,California,0,4,2,2,0,2,1,Software Engineer,210000,5,2
14146,California,0,4,2,2,0,2,1,Software Engineer,170000,0,2
14147,California,0,4,2,2,0,2,1,Software Engineer,172000,6,1
14148,California,0,4,2,2,0,2,1,Software Engineer,165000,0,2
14149,California,0,4,2,2,0,2,1,Software Engineer,240000,15,1
14150,California,0,4,2,2,0,2,1,Software Engineer,260000,8,-1
14151,California,0,4,2,2,0,2,1,Software Engineer,360000,10,-1
14152,California,0,4,2,2,0,2,1,Software Engineer,264000,8,2
14153,California,0,4,2,2,0,2,1,Software Engineer,249000,5,1
14154,California,0,4,2,2,0,2,1,Software Engineer,202000,10,-1
14155,California,0,4,2,2,0,2,1,Software Engineer,201000,0,2
14156,California,0,4,2,2,0,2,1,Software Engineer,184000,3,2
14157,California,0,4,2,2,0,2,1,Human Resources,100000,5,-1
14158,California,0,4,2,2,0,2,1,Recruiter,145000,6,-1
14159,California,0,4,2,2,0,2,1,Hardware Engineer,244000,4,1
14160,California,0,4,2,2,0,2,1,Software Engineer,155000,3,2
14161,California,0,4,2,2,0,2,1,Software Engineering Manager,650000,13,2
14162,California,0,4,2,2,0,2,1,Software Engineer,140000,2,1
14163,California,0,4,2,2,0,2,1,Software Engineer,150000,1,2
14164,California,0,4,2,2,0,2,1,Software Engineer,200000,6,-1
14165,California,0,4,2,2,0,2,1,Product Manager,268000,18,1
14166,California,0,4,2,2,0,2,1,Software Engineer,372000,6,1
14167,California,0,4,2,2,0,2,1,Recruiter,137000,5,2
14168,California,0,4,2,2,0,2,1,Business Analyst,188000,8,-1
14169,California,0,4,2,2,0,2,1,Software Engineer,387000,3,2
14170,California,0,4,2,2,0,2,1,Business Analyst,215000,7,-1
14171,California,0,4,2,2,0,2,1,Software Engineer,256000,0,0
14172,California,0,4,2,2,0,2,1,Recruiter,226000,20,-1
14173,California,0,4,2,2,0,2,1,Software Engineer,250000,10,2
14174,California,0,4,2,2,0,2,1,Software Engineer,340000,5,2
14175,California,0,4,2,2,0,2,1,Management Consultant,190000,10,1
14176,California,0,4,2,2,0,2,1,Sales,150000,3,-1
14177,California,0,4,2,2,0,2,1,Software Engineer,180000,0,2
14178,California,0,4,2,2,0,2,1,Software Engineer,116000,0,2
14179,California,0,4,2,2,0,2,1,Software Engineering Manager,256000,5,2
14180,California,0,4,2,2,0,2,1,Software Engineer,134000,0,-1
14181,California,0,4,2,2,0,2,1,Product Manager,363000,8,1
14182,California,0,4,2,2,0,2,1,Software Engineer,261000,3,2
14183,California,0,4,2,2,0,2,1,Software Engineer,181000,3,1
14184,California,0,4,2,2,0,2,1,Technical Program Manager,245000,6,-1
14185,California,0,4,2,2,0,2,1,Software Engineer,550000,8,-1
14186,California,0,4,2,2,0,2,1,Software Engineer,277000,14,1
14187,California,0,4,2,2,0,2,1,Software Engineer,209000,1,2
14188,California,0,4,2,2,0,2,1,Product Manager,350000,7,0
14189,California,0,4,2,2,0,2,1,Solution Architect,185000,20,-1
14190,California,0,4,2,2,0,2,1,Software Engineer,500000,12,1
14191,California,0,4,2,2,0,2,1,Software Engineer,201000,0,1
14192,California,0,4,2,2,0,2,1,Product Manager,244000,4,1
14193,California,0,4,2,2,0,2,1,Software Engineer,317000,4,1
14194,California,0,4,2,2,0,2,1,Software Engineer,248000,4,1
14195,California,0,4,2,2,0,2,1,Hardware Engineer,200000,5,-1
14196,California,0,4,2,2,0,2,1,Software Engineer,450000,6,-1
14197,California,0,4,2,2,0,2,1,Product Manager,236000,3,1
14198,California,0,4,2,2,0,2,1,Solution Architect,170000,8,-1
14199,California,0,4,2,2,0,2,1,Marketing,161000,6,2
14200,California,0,4,2,2,0,2,1,Human Resources,155000,6,1
14201,California,0,4,2,2,0,2,1,Software Engineer,210000,1,2
14202,California,0,4,2,2,0,2,1,Product Manager,301000,8,-1
14203,California,0,4,2,2,0,2,1,Software Engineer,355000,9,0
14204,California,0,4,2,2,0,2,1,Software Engineering Manager,640000,13,-1
14205,California,0,4,2,2,0,2,1,Software Engineer,538000,13,-1
14206,California,0,4,2,2,0,2,1,Software Engineer,335000,7,-1
14207,California,0,4,2,2,0,2,1,Marketing,390000,8,-1
14208,California,0,4,2,2,0,2,1,Software Engineer,600000,13,-1
14209,California,0,4,2,2,0,2,1,Software Engineer,460000,9,-1
14210,California,0,4,2,2,0,2,1,Software Engineer,104000,2,1
14211,California,0,4,2,2,0,2,1,Software Engineer,300000,7,1
14212,California,0,4,2,2,0,2,1,Software Engineer,221000,1,1
14213,California,0,4,2,2,0,2,1,Software Engineer,320000,3,2
14214,California,0,4,2,2,0,2,1,Data Scientist,175000,0,1
14215,California,0,4,2,2,0,2,1,Software Engineer,115000,7,-1
14216,California,0,4,2,2,0,2,1,Software Engineer,245000,10,2
14217,California,0,4,2,2,0,2,1,Recruiter,122000,3,2
14218,California,0,4,2,2,0,2,1,Software Engineer,125000,1,2
14219,California,0,4,2,2,0,2,1,Software Engineer,401000,13,2
14220,California,0,4,2,2,0,2,1,Software Engineering Manager,680000,20,1
14221,California,0,4,2,2,0,2,1,Human Resources,160000,4,-1
14222,California,0,4,2,2,0,2,1,Software Engineering Manager,580000,20,-1
14223,California,0,4,2,2,0,2,1,Software Engineer,230000,5,0
14224,California,0,4,2,2,0,2,1,Software Engineer,226000,2,2
14225,California,0,4,2,2,0,2,1,Software Engineer,300000,5,2
14226,California,0,4,2,2,0,2,1,Software Engineer,540000,20,1
14227,California,0,4,2,2,0,2,1,Software Engineer,75000,1,-1
14228,California,0,4,2,2,0,2,1,Software Engineer,195000,1,2
14229,California,0,4,2,2,0,2,1,Software Engineer,160000,9,1
14230,California,0,4,2,2,0,2,1,Software Engineer,260000,6,-1
14231,California,0,4,2,2,0,2,1,Hardware Engineer,145000,10,-1
14232,California,0,4,2,2,0,2,1,Software Engineer,210000,3,2
14233,California,0,4,2,2,0,2,1,Software Engineer,478000,11,-1
14234,California,0,4,2,2,0,2,1,Software Engineer,191000,4,2
14235,California,0,4,2,2,0,2,1,Technical Program Manager,205000,10,2
14236,California,0,4,2,2,0,2,1,Mechanical Engineer,81000,0,-1
14237,California,0,4,2,2,0,2,1,Software Engineer,280000,21,1
14238,California,0,4,2,2,0,2,1,Product Designer,257000,9,-1
14239,California,0,4,2,2,0,2,1,Software Engineer,310000,8,1
14240,California,0,4,2,2,0,2,1,Data Scientist,381000,13,0
14241,California,0,4,2,2,0,2,1,Software Engineer,500000,10,-1
14242,California,0,4,2,2,0,2,1,Technical Program Manager,173000,6,1
14243,California,0,4,2,2,0,2,1,Software Engineer,234000,2,-1
14244,California,0,4,2,2,0,2,1,Software Engineering Manager,320000,12,2
14245,California,0,4,2,2,0,2,1,Software Engineer,360000,2,1
14246,California,0,4,2,2,0,2,1,Software Engineer,280000,3,-1
14247,California,0,4,2,2,0,2,1,Software Engineer,197000,1,-1
14248,California,0,4,2,2,0,2,1,Data Scientist,223000,7,1
14249,California,0,4,2,2,0,2,1,Software Engineer,220000,7,1
14250,California,0,4,2,2,0,2,1,Software Engineer,265000,6,2
14251,California,0,4,2,2,0,2,1,Software Engineer,215000,5,2
14252,California,0,4,2,2,0,2,1,Hardware Engineer,400000,20,0
14253,California,0,4,2,2,0,2,1,Hardware Engineer,300000,12,-1
14254,California,0,4,2,2,0,2,1,Product Manager,175000,0,-1
14255,California,0,4,2,2,0,2,1,Product Manager,120000,1,-1
14256,California,0,4,2,2,0,2,1,Product Manager,287000,6,-1
14257,California,0,4,2,2,0,2,1,Software Engineer,163000,3,1
14258,California,0,4,2,2,0,2,1,Software Engineer,194000,5,2
14259,California,0,4,2,2,0,2,1,Software Engineer,225000,2,1
14260,California,0,4,2,2,0,2,1,Sales,321000,14,-1
14261,California,0,4,2,2,0,2,1,Software Engineer,176000,1,2
14262,California,0,4,2,2,0,2,1,Technical Program Manager,240000,12,-1
14263,California,0,4,2,2,0,2,1,Software Engineer,197000,1,2
14264,California,0,4,2,2,0,2,1,Sales,320000,15,2
14265,California,0,4,2,2,0,2,1,Data Scientist,162000,1,2
14266,California,0,4,2,2,0,2,1,Software Engineer,144000,5,-1
14267,California,0,4,2,2,0,2,1,Software Engineer,150000,10,-1
14268,California,0,4,2,2,0,2,1,Software Engineer,310000,10,1
14269,California,0,4,2,2,0,2,1,Software Engineer,255000,8,-1
14270,California,0,4,2,2,0,2,1,Software Engineer,313000,9,1
14271,California,0,4,2,2,0,2,1,Software Engineer,291000,4,1
14272,California,0,4,2,2,0,2,1,Software Engineer,272000,6,1
14273,California,0,4,2,2,0,2,1,Business Analyst,150000,4,2
14274,California,0,4,2,2,0,2,1,Sales,600000,5,-1
14275,California,0,4,2,2,0,2,1,Sales,250000,12,2
14276,California,0,4,2,2,0,2,1,Software Engineer,150000,5,2
14277,California,0,4,2,2,0,2,1,Software Engineer,483000,14,1
14278,California,0,4,2,2,0,2,1,Software Engineer,500000,11,2
14279,California,0,4,2,2,0,2,1,Software Engineering Manager,327000,15,4
14280,California,0,4,2,2,0,2,1,Software Engineer,184000,11,1
14281,California,0,4,2,2,0,2,1,Software Engineer,302000,9,2
14282,California,0,4,2,2,0,2,1,Software Engineer,183000,1,-1
14283,California,0,4,2,2,0,2,1,Software Engineer,390000,8,2
14284,California,0,4,2,2,0,2,1,Marketing,334000,15,-1
14285,California,0,4,2,2,0,2,1,Software Engineer,103000,3,2
14286,California,0,4,2,2,0,2,1,Software Engineer,200000,5,1
14287,California,0,4,2,2,0,2,1,Software Engineer,593000,15,-1
14288,California,0,4,2,2,0,2,1,Product Manager,228000,5,-1
14289,California,0,4,2,2,0,2,1,Software Engineer,200000,4,2
14290,California,0,4,2,2,0,2,1,Software Engineer,336000,8,2
14291,California,0,4,2,2,0,2,1,Software Engineer,177000,0,2
14292,California,0,4,2,2,0,2,1,Software Engineer,185000,1,1
14293,California,0,4,2,2,0,2,1,Hardware Engineer,275000,9,1
14294,California,0,4,2,2,0,2,1,Product Manager,255000,20,1
14295,California,0,4,2,2,0,2,1,Software Engineer,180000,3,-1
14296,California,0,4,2,2,0,2,1,Sales,163000,5,2
14297,California,0,4,2,2,0,2,1,Data Scientist,210000,2,1
14298,California,0,4,2,2,0,2,1,Software Engineer,534000,6,-1
14299,California,0,4,2,2,0,2,1,Data Scientist,221000,3,0
14300,California,0,4,2,2,0,2,1,Software Engineer,170000,0,2
14301,California,0,4,2,2,0,2,1,Software Engineer,580000,8,2
14302,California,0,4,2,2,0,2,1,Data Scientist,220000,2,0
14303,California,0,4,2,2,0,2,1,Software Engineer,266000,2,2
14304,California,0,4,2,2,0,2,1,Hardware Engineer,270000,5,1
14305,California,0,4,2,2,0,2,1,Software Engineer,425000,5,1
14306,California,0,4,2,2,0,2,1,Human Resources,140000,7,-1
14307,California,0,4,2,2,0,2,1,Software Engineer,240000,12,1
14308,California,0,4,2,2,0,2,1,Software Engineering Manager,500000,20,1
14309,California,0,4,2,2,0,2,1,Software Engineer,156000,12,1
14310,California,0,4,2,2,0,2,1,Product Manager,209000,8,-1
14311,California,0,4,2,2,0,2,1,Software Engineer,188000,3,1
14312,California,0,4,2,2,0,2,1,Software Engineer,205000,0,2
14313,California,0,4,2,2,0,2,1,Data Scientist,267000,9,-1
14314,California,0,4,2,2,0,2,1,Product Designer,280000,6,-1
14315,California,0,4,2,2,0,2,1,Data Scientist,330000,4,-1
14316,California,0,4,2,2,0,2,1,Product Designer,130000,1,-1
14317,California,0,4,2,2,0,2,1,Software Engineer,214000,0,-1
14318,California,0,4,2,2,0,2,1,Software Engineer,125000,1,-1
14319,California,0,4,2,2,0,2,1,Product Designer,280000,6,1
14320,California,0,4,2,2,0,2,1,Software Engineer,160000,11,1
14321,California,0,4,2,2,0,2,1,Software Engineer,120000,4,-1
14322,California,0,4,2,2,0,2,1,Software Engineer,170000,1,2
14323,California,0,4,2,2,0,2,1,Software Engineer,189000,0,1
14324,California,0,4,2,2,0,2,1,Software Engineer,177000,0,1
14325,California,0,4,2,2,0,2,1,Software Engineer,263000,17,1
14326,California,0,4,2,2,0,2,1,Software Engineer,168000,5,1
14327,California,0,4,2,2,0,2,1,Technical Program Manager,300000,15,-1
14328,California,0,4,2,2,0,2,1,Software Engineering Manager,135000,10,-1
14329,California,0,4,2,2,0,2,1,Software Engineer,145000,3,0
14330,California,0,4,2,2,0,2,1,Software Engineer,175000,0,-1
14331,California,0,4,2,2,0,2,1,Software Engineer,251000,9,-1
14332,California,0,4,2,2,0,2,1,Technical Program Manager,295000,6,1
14333,California,0,4,2,2,0,2,1,Software Engineer,361000,6,1
14334,California,0,4,2,2,0,2,1,Product Manager,425000,11,1
14335,California,0,4,2,2,0,2,1,Product Manager,237000,12,1
14336,California,0,4,2,2,0,2,1,Product Designer,480000,8,1
14337,California,0,4,2,2,0,2,1,Hardware Engineer,188000,2,1
14338,California,0,4,2,2,0,2,1,Marketing,90000,5,-1
14339,California,0,4,2,2,0,2,1,Recruiter,315000,10,-1
14340,California,0,4,2,2,0,2,1,Recruiter,328000,15,2
14341,California,0,4,2,2,0,2,1,Software Engineer,247000,3,-1
14342,California,0,4,2,2,0,2,1,Software Engineer,610000,13,-1
14343,California,0,4,2,2,0,2,1,Software Engineer,366000,15,2
14344,California,0,4,2,2,0,2,1,Software Engineer,265000,7,2
14345,California,0,4,2,2,0,2,1,Data Scientist,150000,2,1
14346,California,0,4,2,2,0,2,1,Product Manager,240000,10,-1
14347,California,0,4,2,2,0,2,1,Software Engineer,205000,2,2
14348,California,0,4,2,2,0,2,1,Software Engineer,260000,5,-1
14349,California,0,4,2,2,0,2,1,Recruiter,117000,6,-1
14350,California,0,4,2,2,0,2,1,Software Engineer,134000,0,2
14351,California,0,4,2,2,0,2,1,Human Resources,223000,12,0
14352,California,0,4,2,2,0,2,1,Human Resources,170000,30,-1
14353,California,0,4,2,2,0,2,1,Hardware Engineer,250000,9,0
14354,California,0,4,2,2,0,2,1,Technical Program Manager,180000,1,-1
14355,California,0,4,2,2,0,2,1,Software Engineer,290000,10,1
14356,California,0,4,2,2,0,2,1,Technical Program Manager,190000,9,-1
14357,California,0,4,2,2,0,2,1,Software Engineer,452000,9,1
14358,California,0,4,2,2,0,2,1,Software Engineering Manager,670000,10,-1
14359,California,0,4,2,2,0,2,1,Business Analyst,104000,1,2
14360,California,0,4,2,2,0,2,1,Technical Program Manager,240000,5,-1
14361,California,0,4,2,2,0,2,1,Software Engineer,220000,5,2
14362,California,0,4,2,2,0,2,1,Software Engineer,131000,2,1
14363,California,0,4,2,2,0,2,1,Software Engineer,300000,5,-1
14364,California,0,4,2,2,0,2,1,Software Engineer,419000,9,-1
14365,California,0,4,2,2,0,2,1,Mechanical Engineer,133000,2,1
14366,California,0,4,2,2,0,2,1,Software Engineer,241000,3,2
14367,California,0,4,2,2,0,2,1,Software Engineer,333000,5,1
14368,California,0,4,2,2,0,2,1,Software Engineer,277000,12,1
14369,California,0,4,2,2,0,2,1,Solution Architect,370000,14,1
14370,California,0,4,2,2,0,2,1,Software Engineer,270000,6,2
14371,California,0,4,2,2,0,2,1,Software Engineering Manager,350000,20,-1
14372,California,0,4,2,2,0,2,1,Sales,152000,6,-1
14373,California,0,4,2,2,0,2,1,Software Engineer,186000,0,2
